R_fighter;B_fighter;win_by;last_round;last_round_time;Format;Referee;date;location;Winner;weight_class;title_bout
Anthony Hamilton;Shamil Abdurakhimov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chip Snider;February 21, 2016;Pittsburgh, Pennsylvania, USA;Shamil Abdurakhimov;Heavyweight;False
Johny Hendricks;Stephen Thompson;KO/TKO;1;3:31;5 Rnd (5-5-5-5-5);John McCarthy;February 06, 2016;Las Vegas, Nevada, USA;Stephen Thompson;Welterweight;False
Roy Nelson;Jared Rosholt;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;February 06, 2016;Las Vegas, Nevada, USA;Roy Nelson;Heavyweight;False
Ovince Saint Preux;Rafael Feijao;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;February 06, 2016;Las Vegas, Nevada, USA;Ovince Saint Preux;Light Heavyweight;False
Joseph Benavidez;Zach Makovsky;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;February 06, 2016;Las Vegas, Nevada, USA;Joseph Benavidez;Flyweight;False
Misha Cirkunov;Alex Nicholson;Submission;2;1:28;3 Rnd (5-5-5);Herb Dean;February 06, 2016;Las Vegas, Nevada, USA;Misha Cirkunov;Light Heavyweight;False
Mike Pyle;Sean Spencer;KO/TKO;3;4:25;3 Rnd (5-5-5);Yves Lavigne;February 06, 2016;Las Vegas, Nevada, USA;Mike Pyle;Welterweight;False
Joshua Burkman;KJ Noons;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;February 06, 2016;Las Vegas, Nevada, USA;Joshua Burkman;Lightweight;False
Derrick Lewis;Damian Grabowski;KO/TKO;1;2:17;3 Rnd (5-5-5);Mark Smith;February 06, 2016;Las Vegas, Nevada, USA;Derrick Lewis;Heavyweight;False
Ray Borg;Justin Scoggins;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;February 06, 2016;Las Vegas, Nevada, USA;Justin Scoggins;Flyweight;False
Noad Lahat;Diego Rivas;KO/TKO;2;0:23;3 Rnd (5-5-5);Mark Smith;February 06, 2016;Las Vegas, Nevada, USA;Diego Rivas;Featherweight;False
Mickey Gall;Mike Jackson;Submission;1;0:45;3 Rnd (5-5-5);Yves Lavigne;February 06, 2016;Las Vegas, Nevada, USA;Mickey Gall;Welterweight;False
Artem Lobov;Alex White;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;February 06, 2016;Las Vegas, Nevada, USA;Alex White;Featherweight;False
Anthony Johnson;Ryan Bader;KO/TKO;1;1:26;5 Rnd (5-5-5-5-5);Keith Peterson;January 30, 2016;Newark, New Jersey, USA;Anthony Johnson;Light Heavyweight;False
Josh Barnett;Ben Rothwell;Submission;2;3:48;3 Rnd (5-5-5);Gary Copeland;January 30, 2016;Newark, New Jersey, USA;Ben Rothwell;Heavyweight;False
Iuri Alcantara;Jimmie Rivera;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Liam Kerrigan;January 30, 2016;Newark, New Jersey, USA;Jimmie Rivera;Bantamweight;False
Sage Northcutt;Bryan Barberena;Submission;2;3:06;3 Rnd (5-5-5);Keith Peterson;January 30, 2016;Newark, New Jersey, USA;Bryan Barberena;Welterweight;False
Tarec Saffiedine;Jake Ellenberger;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gasper Oliver;January 30, 2016;Newark, New Jersey, USA;Tarec Saffiedine;Welterweight;False
Olivier Aubin-Mercier;Diego Ferreira;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Vitor Ribeiro;January 30, 2016;Newark, New Jersey, USA;Diego Ferreira;Lightweight;False
Rafael Natal;Kevin Casey;KO/TKO;3;3:37;3 Rnd (5-5-5);Gary Copeland;January 30, 2016;Newark, New Jersey, USA;Rafael Natal;Middleweight;False
Dustin Ortiz;Wilson Reis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Vitor Ribeiro;January 30, 2016;Newark, New Jersey, USA;Wilson Reis;Flyweight;False
George Sullivan;Alexander Yakovlev;KO/TKO;1;3:59;3 Rnd (5-5-5);Gasper Oliver;January 30, 2016;Newark, New Jersey, USA;Alexander Yakovlev;Welterweight;False
Alex Caceres;Masio Fullen;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gary Copeland;January 30, 2016;Newark, New Jersey, USA;Alex Caceres;Featherweight;False
Matt Dwyer;Randy Brown;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Liam Kerrigan;January 30, 2016;Newark, New Jersey, USA;Randy Brown;Welterweight;False
Damon Jackson;Levan Makashvili;Decision - Majority;3;5:00;3 Rnd (5-5-5);Gasper Oliver;January 30, 2016;Newark, New Jersey, USA;;Featherweight;False
Anthony Rocco Martin;Felipe Olivieri;Submission;3;3:02;3 Rnd (5-5-5);Liam Kerrigan;January 30, 2016;Newark, New Jersey, USA;Anthony Rocco Martin;Lightweight;False
TJ Dillashaw;Dominick Cruz;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;January 17, 2016;Boston, Massachusetts, USA;Dominick Cruz;Bantamweight;True
Anthony Pettis;Eddie Alvarez;Decision - Split;3;5:00;3 Rnd (5-5-5);;January 17, 2016;Boston, Massachusetts, USA;Eddie Alvarez;Lightweight;False
Travis Browne;Matt Mitrione;KO/TKO;3;4:09;3 Rnd (5-5-5);Gary Forman;January 17, 2016;Boston, Massachusetts, USA;Travis Browne;Heavyweight;False
Ross Pearson;Francisco Trinaldo;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;January 17, 2016;Boston, Massachusetts, USA;Francisco Trinaldo;Lightweight;False
Patrick Cote;Ben Saunders;KO/TKO;2;1:14;3 Rnd (5-5-5);Steve Rita;January 17, 2016;Boston, Massachusetts, USA;Patrick Cote;Welterweight;False
Tim Boetsch;Ed Herman;KO/TKO;2;1:39;3 Rnd (5-5-5);Kevin MacDonald;January 17, 2016;Boston, Massachusetts, USA;Ed Herman;Light Heavyweight;False
Chris Wade;Mehdi Baghdad;Submission;1;4:30;3 Rnd (5-5-5);Gary Forman;January 17, 2016;Boston, Massachusetts, USA;Chris Wade;Lightweight;False
Maximo Blanco;Luke Sanders;Submission;1;3:38;3 Rnd (5-5-5);Herb Dean;January 17, 2016;Boston, Massachusetts, USA;Luke Sanders;Featherweight;False
Paul Felder;Daron Cruickshank;Submission;3;3:56;3 Rnd (5-5-5);Steve Rita;January 17, 2016;Boston, Massachusetts, USA;Paul Felder;Lightweight;False
Ilir Latifi;Sean O'Connell;KO/TKO;1;0:30;3 Rnd (5-5-5);Kevin MacDonald;January 17, 2016;Boston, Massachusetts, USA;Ilir Latifi;Light Heavyweight;False
Charles Rosa;Kyle Bochniak;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gary Forman;January 17, 2016;Boston, Massachusetts, USA;Charles Rosa;Featherweight;False
Rob Font;Joey Gomez;KO/TKO;2;4:13;3 Rnd (5-5-5);Herb Dean;January 17, 2016;Boston, Massachusetts, USA;Rob Font;Bantamweight;False
Francimar Barroso;Elvis Mutapcic;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Rita;January 17, 2016;Boston, Massachusetts, USA;Francimar Barroso;Light Heavyweight;False
Robbie Lawler;Carlos Condit;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;January 02, 2016;Las Vegas, Nevada, USA;Robbie Lawler;Welterweight;True
Stipe Miocic;Andrei Arlovski;KO/TKO;1;0:54;3 Rnd (5-5-5);Herb Dean;January 02, 2016;Las Vegas, Nevada, USA;Stipe Miocic;Heavyweight;False
Lorenz Larkin;Albert Tumenov;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;January 02, 2016;Las Vegas, Nevada, USA;Albert Tumenov;Welterweight;False
Diego Brandao;Brian Ortega;Submission;3;1:37;3 Rnd (5-5-5);John McCarthy;January 02, 2016;Las Vegas, Nevada, USA;Brian Ortega;Featherweight;False
Abel Trujillo;Tony Sims;Submission;1;3:18;3 Rnd (5-5-5);Herb Dean;January 02, 2016;Las Vegas, Nevada, USA;Abel Trujillo;Lightweight;False
Michael McDonald;Masanori Kanehara;Submission;2;2:09;3 Rnd (5-5-5);Mario Yamasaki;January 02, 2016;Las Vegas, Nevada, USA;Michael McDonald;Bantamweight;False
Kyle Noke;Alex Morono;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;January 02, 2016;Las Vegas, Nevada, USA;Alex Morono;Welterweight;False
Justine Kish;Nina Ansaroff;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;January 02, 2016;Las Vegas, Nevada, USA;Justine Kish;Women's Strawweight;False
Scott Holtzman;Drew Dober;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;January 02, 2016;Las Vegas, Nevada, USA;Drew Dober;Lightweight;False
Dustin Poirier;Joe Duffy;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;January 02, 2016;Las Vegas, Nevada, USA;Dustin Poirier;Lightweight;False
Joe Soto;Michinori Tanaka;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;January 02, 2016;Las Vegas, Nevada, USA;Michinori Tanaka;Bantamweight;False
Sheldon Westcott;Edgar Garcia;KO/TKO;1;3:12;3 Rnd (5-5-5);Chris Tognoni;January 02, 2016;Las Vegas, Nevada, USA;Sheldon Westcott;Welterweight;False
Rafael Dos Anjos;Donald Cerrone;KO/TKO;1;1:06;5 Rnd (5-5-5-5-5);Herb Dean;December 19, 2015;Orlando, Florida, USA;Rafael Dos Anjos;Lightweight;True
Junior Dos Santos;Alistair Overeem;KO/TKO;2;4:43;3 Rnd (5-5-5);Dan Miragliotta;December 19, 2015;Orlando, Florida, USA;Alistair Overeem;Heavyweight;False
Michael Johnson;Nate Diaz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jorge Alonso;December 19, 2015;Orlando, Florida, USA;Nate Diaz;Lightweight;False
Randa Markos;Karolina Kowalkiewicz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 19, 2015;Orlando, Florida, USA;Karolina Kowalkiewicz;Women's Strawweight;False
Charles Oliveira;Myles Jury;Submission;1;3:05;3 Rnd (5-5-5);John Hosegood;December 19, 2015;Orlando, Florida, USA;Charles Oliveira;Featherweight;False
CB Dollaway;Nate Marquardt;KO/TKO;2;0:28;3 Rnd (5-5-5);Herb Dean;December 19, 2015;Orlando, Florida, USA;Nate Marquardt;Middleweight;False
Sarah Kaufman;Valentina Shevchenko;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;December 19, 2015;Orlando, Florida, USA;Valentina Shevchenko;Women's Bantamweight;False
Josh Samman;Tamdan McCrory;Submission;3;4:10;3 Rnd (5-5-5);Jorge Alonso;December 19, 2015;Orlando, Florida, USA;Tamdan McCrory;Middleweight;False
Nik Lentz;Danny Castillo;Decision - Split;3;5:00;3 Rnd (5-5-5);John Hosegood;December 19, 2015;Orlando, Florida, USA;Nik Lentz;Lightweight;False
Cole Miller;Jim Alers;Could Not Continue;2;1:34;3 Rnd (5-5-5);Herb Dean;December 19, 2015;Orlando, Florida, USA;;Featherweight;False
Kamaru Usman;Leon Edwards;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;December 19, 2015;Orlando, Florida, USA;Kamaru Usman;Welterweight;False
Hayder Hassan;Vicente Luque;Submission;1;2:13;3 Rnd (5-5-5);Jorge Alonso;December 19, 2015;Orlando, Florida, USA;Vicente Luque;Welterweight;False
Francis Ngannou;Luis Henrique;KO/TKO;2;2:53;3 Rnd (5-5-5);John Hosegood;December 19, 2015;Orlando, Florida, USA;Francis Ngannou;Heavyweight;False
Jose Aldo;Conor McGregor;KO/TKO;1;0:13;5 Rnd (5-5-5-5-5);John McCarthy;December 12, 2015;Las Vegas, Nevada, USA;Conor McGregor;Featherweight;True
Chris Weidman;Luke Rockhold;KO/TKO;4;3:12;5 Rnd (5-5-5-5-5);Herb Dean;December 12, 2015;Las Vegas, Nevada, USA;Luke Rockhold;Middleweight;True
Jacare Souza;Yoel Romero;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;December 12, 2015;Las Vegas, Nevada, USA;Yoel Romero;Middleweight;False
Demian Maia;Gunnar Nelson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;December 12, 2015;Las Vegas, Nevada, USA;Demian Maia;Welterweight;False
Max Holloway;Jeremy Stephens;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);;December 12, 2015;Las Vegas, Nevada, USA;Max Holloway;Featherweight;False
Urijah Faber;Frankie Saenz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;December 12, 2015;Las Vegas, Nevada, USA;Urijah Faber;Bantamweight;False
Tecia Torres;Jocelyn Jones-Lybarger;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 12, 2015;Las Vegas, Nevada, USA;Tecia Torres;Women's Strawweight;False
Warlley Alves;Colby Covington;Submission;1;1:26;3 Rnd (5-5-5);Mark Smith;December 12, 2015;Las Vegas, Nevada, USA;Warlley Alves;Welterweight;False
Leonardo Santos;Kevin Lee;KO/TKO;1;3:26;3 Rnd (5-5-5);John McCarthy;December 12, 2015;Las Vegas, Nevada, USA;Leonardo Santos;Lightweight;False
Joe Proctor;Magomed Mustafaev;KO/TKO;1;1:54;3 Rnd (5-5-5);Mark Smith;December 12, 2015;Las Vegas, Nevada, USA;Magomed Mustafaev;Lightweight;False
John Makdessi;Yancy Medeiros;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;December 12, 2015;Las Vegas, Nevada, USA;Yancy Medeiros;Lightweight;False
Court McGee;Marcio Alexandre Junior;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;December 12, 2015;Las Vegas, Nevada, USA;Court McGee;Welterweight;False
Frankie Edgar;Chad Mendes;KO/TKO;1;2:28;5 Rnd (5-5-5-5-5);John McCarthy;December 11, 2015;Las Vegas, Nevada, USA;Frankie Edgar;Featherweight;False
Artem Lobov;Ryan Hall;Decision - Unanimous;3;5:00;3 Rnd + OT (5-5-5-5);Herb Dean;December 11, 2015;Las Vegas, Nevada, USA;Ryan Hall;Lightweight;True
Edson Barboza;Tony Ferguson;Submission;2;2:54;3 Rnd (5-5-5);John McCarthy;December 11, 2015;Las Vegas, Nevada, USA;Tony Ferguson;Lightweight;False
Joe Lauzon;Evan Dunham;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 11, 2015;Las Vegas, Nevada, USA;Evan Dunham;Lightweight;False
Tatsuya Kawajiri;Jason Knight;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;December 11, 2015;Las Vegas, Nevada, USA;Tatsuya Kawajiri;Featherweight;False
Julian Erosa;Marcin Wrzosek;Decision - Split;3;5:00;3 Rnd (5-5-5);Jason Herzog;December 11, 2015;Las Vegas, Nevada, USA;Julian Erosa;Lightweight;False
Gabriel Gonzaga;Konstantin Erokhin;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;December 11, 2015;Las Vegas, Nevada, USA;Gabriel Gonzaga;Heavyweight;False
Ryan LaFlare;Mike Pierce;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;December 11, 2015;Las Vegas, Nevada, USA;Ryan LaFlare;Welterweight;False
Joby Sanchez;Geane Herrera;KO/TKO;2;4:28;3 Rnd (5-5-5);Chris Tognoni;December 11, 2015;Las Vegas, Nevada, USA;Geane Herrera;Flyweight;False
Chris Gruetzemacher;Abner Lloveras;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;December 11, 2015;Las Vegas, Nevada, USA;Chris Gruetzemacher;Lightweight;False
Rose Namajunas;Paige VanZant;Submission;5;2:25;5 Rnd (5-5-5-5-5);Herb Dean;December 10, 2015;Las Vegas, Nevada, USA;Rose Namajunas;Women's Strawweight;False
Jim Miller;Michael Chiesa;Submission;2;2:57;3 Rnd (5-5-5);Jason Herzog;December 10, 2015;Las Vegas, Nevada, USA;Michael Chiesa;Lightweight;False
Sage Northcutt;Cody Pfister;Submission;2;0:41;3 Rnd (5-5-5);Mark Smith;December 10, 2015;Las Vegas, Nevada, USA;Sage Northcutt;Lightweight;False
Elias Theodorou;Thiago Santos;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;December 10, 2015;Las Vegas, Nevada, USA;Thiago Santos;Middleweight;False
Tim Means;John Howard;KO/TKO;2;0:21;3 Rnd (5-5-5);Herb Dean;December 10, 2015;Las Vegas, Nevada, USA;Tim Means;Welterweight;False
Omari Akhmedov;Sergio Moraes;KO/TKO;3;2:18;3 Rnd (5-5-5);Jason Herzog;December 10, 2015;Las Vegas, Nevada, USA;Sergio Moraes;Welterweight;False
Antonio Carlos Junior;Kevin Casey;Could Not Continue;1;0:11;3 Rnd (5-5-5);Mark Smith;December 10, 2015;Las Vegas, Nevada, USA;;Middleweight;False
Aljamain Sterling;Johnny Eduardo;Submission;2;4:18;3 Rnd (5-5-5);Marc Goddard;December 10, 2015;Las Vegas, Nevada, USA;Aljamain Sterling;Bantamweight;False
Santiago Ponzinibbio;Andreas Stahl;KO/TKO;1;4:25;3 Rnd (5-5-5);Herb Dean;December 10, 2015;Las Vegas, Nevada, USA;Santiago Ponzinibbio;Welterweight;False
Danny Roberts;Nathan Coy;Submission;1;2:46;3 Rnd (5-5-5);Jason Herzog;December 10, 2015;Las Vegas, Nevada, USA;Danny Roberts;Welterweight;False
Zubaira Tukhugov;Phillipe Nover;Decision - Split;3;5:00;3 Rnd (5-5-5);Mark Smith;December 10, 2015;Las Vegas, Nevada, USA;Zubaira Tukhugov;Featherweight;False
Kailin Curran;Emily Peters Kagan;Submission;2;4:13;3 Rnd (5-5-5);Marc Goddard;December 10, 2015;Las Vegas, Nevada, USA;Kailin Curran;Women's Strawweight;False
Benson Henderson;Jorge Masvidal;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;November 28, 2015;Seoul, South Korea;Benson Henderson;Welterweight;False
Dong Hyun Kim;Dominic Waters;KO/TKO;1;3:11;3 Rnd (5-5-5);Leon Roberts;November 28, 2015;Seoul, South Korea;Dong Hyun Kim;Welterweight;False
Yoshihiro Akiyama;Alberto Mina;Decision - Split;3;5:00;3 Rnd (5-5-5);Steve Perceval;November 28, 2015;Seoul, South Korea;Alberto Mina;Welterweight;False
Dooho Choi;Sam Sicilia;KO/TKO;1;1:33;3 Rnd (5-5-5);Greg Kleynjans;November 28, 2015;Seoul, South Korea;Dooho Choi;Featherweight;False
Dongi Yang;Jake Collier;KO/TKO;2;1:50;3 Rnd (5-5-5);Herb Dean;November 28, 2015;Seoul, South Korea;Dongi Yang;Middleweight;False
Yui Chul Nam;Mike de la Torre;Decision - Split;3;5:00;3 Rnd (5-5-5);Leon Roberts;November 28, 2015;Seoul, South Korea;Mike de la Torre;Featherweight;False
Tae Hyun Bang;Leo Kuntz;Decision - Split;3;5:00;3 Rnd (5-5-5);Steve Perceval;November 28, 2015;Seoul, South Korea;Tae Hyun Bang;Lightweight;False
Seohee Ham;Cortney Casey;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 28, 2015;Seoul, South Korea;Seohee Ham;Women's Strawweight;False
Yao Zhikui;Fredy Serrano;KO/TKO;1;0:44;3 Rnd (5-5-5);Greg Kleynjans;November 28, 2015;Seoul, South Korea;Fredy Serrano;Flyweight;False
Ning Guangyou;Marco Beltran;Decision - Split;3;5:00;3 Rnd (5-5-5);Steve Perceval;November 28, 2015;Seoul, South Korea;Marco Beltran;Bantamweight;False
Dominique Steele;Dong Hyun Ma;KO/TKO;3;0:27;3 Rnd (5-5-5);Leon Roberts;November 28, 2015;Seoul, South Korea;Dominique Steele;Welterweight;False
Neil Magny;Kelvin Gastelum;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Neil Magny;Welterweight;False
Ricardo Lamas;Diego Sanchez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Ricardo Lamas;Featherweight;False
Jussier Formiga;Henry Cejudo;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Henry Cejudo;Flyweight;False
Erick Montano;Enrique Marin;Decision - Split;3;5:00;3 Rnd + OT (5-5-5-5);Gary Copeland;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Erick Montano;Welterweight;True
Horacio Gutierrez;Enrique Barzola;Decision - Unanimous;3;5:00;3 Rnd + OT (5-5-5-5);Mario Yamasaki;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Enrique Barzola;Lightweight;True
Efrain Escudero;Leandro Silva;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Leandro Silva;Lightweight;False
Erik Perez;Taylor Lapilus;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Erik Perez;Bantamweight;False
Hector Urbina;Bartosz Fabinski;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Bartosz Fabinski;Welterweight;False
Alejandro Perez;Scott Jorgensen;KO/TKO;2;4:26;3 Rnd (5-5-5);Gary Copeland;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Alejandro Perez;Bantamweight;False
Gabriel Benitez;Andre Fili;KO/TKO;1;3:13;3 Rnd (5-5-5);John McCarthy;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Andre Fili;Featherweight;False
Vernon Ramos;Alvaro Herrera;KO/TKO;1;0:30;3 Rnd (5-5-5);Dan Miragliotta;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Alvaro Herrera;Welterweight;False
Cesar Arzamendia;Polo Reyes;KO/TKO;1;3:42;3 Rnd (5-5-5);Mario Yamasaki;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Polo Reyes;Lightweight;False
Valmir Lazaro;Michel Prazeres;Decision - Split;3;5:00;3 Rnd (5-5-5);Gary Copeland;November 21, 2015;Monterrey, Nuevo Leon, Mexico;Michel Prazeres;Lightweight;False
Ronda Rousey;Holly Holm;KO/TKO;2;0:59;5 Rnd (5-5-5-5-5);Herb Dean;November 14, 2015;Melbourne, Victoria, Australia;Holly Holm;Women's Bantamweight;True
Joanna Jedrzejczyk;Valerie Letourneau;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Steve Perceval;November 14, 2015;Melbourne, Victoria, Australia;Joanna Jedrzejczyk;Women's Strawweight;True
Mark Hunt;Antonio Silva;KO/TKO;1;3:41;3 Rnd (5-5-5);John Sharp;November 14, 2015;Melbourne, Victoria, Australia;Mark Hunt;Heavyweight;False
Uriah Hall;Robert Whittaker;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Perceval;November 14, 2015;Melbourne, Victoria, Australia;Robert Whittaker;Middleweight;False
Stefan Struve;Jared Rosholt;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 14, 2015;Melbourne, Victoria, Australia;Jared Rosholt;Heavyweight;False
Jake Matthews;Akbarh Arreola;TKO - Doctor's Stoppage;2;5:00;3 Rnd (5-5-5);Greg Kleynjans;November 14, 2015;Melbourne, Victoria, Australia;Jake Matthews;Lightweight;False
Kyle Noke;Peter Sobotta;KO/TKO;1;2:01;3 Rnd (5-5-5);Steve Perceval;November 14, 2015;Melbourne, Victoria, Australia;Kyle Noke;Welterweight;False
Anthony Perosh;Gian Villante;KO/TKO;1;2:56;3 Rnd (5-5-5);Greg Kleynjans;November 14, 2015;Melbourne, Victoria, Australia;Gian Villante;Light Heavyweight;False
Richie Vaculik;Danny Martinez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John Sharp;November 14, 2015;Melbourne, Victoria, Australia;Danny Martinez;Flyweight;False
Daniel Kelly;Steve Montgomery;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 14, 2015;Melbourne, Victoria, Australia;Daniel Kelly;Middleweight;False
Richard Walsh;Steve Kennedy;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John Sharp;November 14, 2015;Melbourne, Victoria, Australia;Richard Walsh;Welterweight;False
James Moontasri;Anton Zafir;KO/TKO;1;4:36;3 Rnd (5-5-5);Steve Perceval;November 14, 2015;Melbourne, Victoria, Australia;James Moontasri;Welterweight;False
Ben Nguyen;Ryan Benoit;Submission;1;2:35;3 Rnd (5-5-5);Greg Kleynjans;November 14, 2015;Melbourne, Victoria, Australia;Ben Nguyen;Flyweight;False
Vitor Belfort;Dan Henderson;KO/TKO;1;2:07;5 Rnd (5-5-5-5-5);Mario Yamasaki;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Vitor Belfort;Middleweight;False
Glover Teixeira;Patrick Cummins;KO/TKO;2;1:12;3 Rnd (5-5-5);Herb Dean;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Glover Teixeira;Light Heavyweight;False
Thomas Almeida;Anthony Birchak;KO/TKO;1;4:24;3 Rnd (5-5-5);Keith Peterson;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Thomas Almeida;Bantamweight;False
Alex Oliveira;Piotr Hallmann;KO/TKO;3;0:51;3 Rnd (5-5-5);Mario Yamasaki;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Alex Oliveira;Lightweight;False
Gilbert Burns;Rashid Magomedov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Rashid Magomedov;Lightweight;False
Fabio Maldonado;Corey Anderson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Corey Anderson;Light Heavyweight;False
Gleison Tibau;Abel Trujillo;DQ;1;1:45;3 Rnd (5-5-5);Keith Peterson;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Abel Trujillo;Lightweight;False
Yan Cabral;Johnny Case;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Johnny Case;Lightweight;False
Clay Guida;Thiago Tavares;Submission;1;0:39;3 Rnd (5-5-5);Mario Yamasaki;November 07, 2015;Sao Paulo, Sao Paulo, Brazil;Thiago Tavares;Featherweight;False
